Bootcamp Course,Bootcamp Format,Bootcamp Year,Campus - Timezone,Drop,Drop Reason,how did you hear about us?,Person Account: Gender,Stage Duration,Paid Deposit,Scholarship,Discount,Time Conversion - days,Time between Created Date and Start Date - days,Discount(%),Creater Month,Creater Quarter
WD,FT,2019,BCN,0,Not specified,Not specified,Male,551.0,0,0,1,184,81,0.14,4,2
WD,PT,2020,SAO,0,Not specified,google,Female,413.0,0,0,0,134,418,0.0,6,2
UX,FT,2019,PAR,0,Not specified,Not specified,Female,511.0,0,0,0,34,34,0.0,4,2
WD,FT,2018,AMS,0,Not specified,google,Male,837.0,1,0,0,46,59,0.0,8,3
UX,FT,2019,PAR,0,Not specified,Social Media,Female,518.0,0,0,0,163,163,0.0,5,2
UX,FT,2020,BER,0,Not specified,newspaper_or_magazine,Female,253.0,0,0,0,294,357,0.0,6,2
WD,FT,2018,SAO,0,Not specified,Social Media,Male,837.0,0,0,0,107,52,0.0,8,3
UX,FT,2020,PAR,0,Not specified,Social Media,Female,68.0,0,0,1,0,86,0.09999999999999998,6,2
WD,PT,2020,BER,0,Not specified,Social Media,Male,253.0,0,0,0,264,202,0.0,7,3
WD,FT,2018,SAO,0,Not specified,Social Media,Male,837.0,0,0,0,77,52,0.0,8,3
WD,FT,2020,BER,0,Not specified,Social Media,Male,253.0,0,0,0,264,327,0.0,7,3
WD,FT,2018,SAO,0,Not specified,Social Media,Male,837.0,0,0,0,77,52,0.0,8,3
WD,PT,2019,MEX,0,Not specified,Not specified,Male,613.0,0,0,0,184,156,0.0,5,2
WD,FT,2020,LIS,0,Not specified,other,Male,361.0,0,0,0,174,194,0.0,7,3
WD,PT,2018,PAR,0,Not specified,Social Media,Male,824.0,0,0,0,107,101,0.0,6,2
WD,FT,2019,MEX,0,Not specified,Not specified,Female,613.0,0,0,0,184,-87,0.0,5,2
UX,FT,2019,MIA,0,Not specified,Referral,Male,425.0,1,0,0,92,103,0.0,7,3
WD,FT,2018,PAR,0,Not specified,other,Male,824.0,0,0,0,107,127,0.0,6,2
DA,FT,2019,PAR,0,Not specified,Not specified,Female,613.0,0,0,0,92,9,0.0,5,2
UX,PT,2020,SAO,0,Not specified,Social Media,Male,417.0,0,0,0,100,388,0.0,7,3
WD,PT,2018,PAR,0,Not specified,google,Male,824.0,0,0,0,107,101,0.0,6,2
WD,PT,2019,PAR,0,Not specified,Not specified,Female,525.0,0,0,0,140,140,0.0,5,2
DA,PT,2019,BCN,0,Not specified,google,Female,377.0,0,0,0,174,94,0.0,7,3
WD,FT,2019,MEX,0,Not specified,Not specified,Male,613.0,0,0,0,184,-87,0.0,5,2
UX,FT,2020,BER,0,Not specified,google,Female,253.0,0,0,0,264,327,0.0,7,3
WD,PT,2018,PAR,0,Not specified,Social Media,Male,824.0,0,0,0,107,101,0.0,6,2
DA,FT,2019,MAD,0,Not specified,Not specified,Female,564.0,0,0,0,155,107,0.0,5,2
WD,PT,2018,PAR,0,Not specified,IronhackEvent,Male,824.0,0,0,0,107,101,0.0,6,2
UX,FT,2018,PAR,0,Not specified,Social Media,Male,824.0,0,0,0,107,128,0.0,6,2
DA,FT,2019,PAR,0,Not specified,Not specified,Female,553.0,0,0,0,12,9,0.0,5,2
UX,FT,2020,BER,0,Not specified,Social Media,Male,253.0,0,0,0,169,232,0.0,10,4
UX,PT,2018,MAD,0,Not specified,Referral,Male,824.0,0,0,1,102,135,0.13,6,2
WD,FT,2018,MAD,0,Not specified,newspaperOrMagazine,Male,824.0,0,0,1,71,105,0.07999999999999996,7,3
WD,FT,2020,PAR,0,Not specified,Social Media,Female,407.0,0,0,0,15,232,0.0,10,4
WD,FT,2018,BCN,0,Not specified,newspaperOrMagazine,Male,824.0,1,0,0,108,135,0.0,6,2
UX,FT,2020,SAO,0,Not specified,Social Media,Female,405.0,0,0,0,17,127,0.0,10,4
UX,FT,2019,BER,0,Not specified,google,Male,824.0,0,0,1,132,387,0.7,6,2
DA,FT,2019,PAR,0,Not specified,Not specified,Male,613.0,0,0,0,153,9,0.0,5,2
DA,PT,2019,BCN,0,Not specified,google,Male,389.0,1,0,0,33,-1,0.0,10,4
WD,FT,2018,MEX,0,Not specified,Social Media,Prefer not to disclose,823.0,0,0,0,99,106,0.0,7,3
DA,FT,2019,MAD,0,Not specified,Referral,Male,554.0,1,0,0,19,155,0.0,5,2
WD,FT,2020,PAR,0,Not specified,google,Male,407.0,0,0,0,7,224,0.0,10,4
UX,FT,2019,SAO,0,Not specified,Social Media,Male,823.0,0,0,0,78,267,0.0,7,3
DA,FT,2019,MAD,0,Not specified,Not specified,Male,564.0,0,0,0,107,107,0.0,5,2
WD,FT,2019,SAO,0,Not specified,newspaper_or_magazine,Male,414.0,0,0,0,0,28,0.0,10,4
WD,FT,2018,SAO,0,Not specified,google,Male,823.0,0,0,0,101,98,0.0,7,3
WD,FT,2019,SAO,0,Not specified,Referral,Male,377.0,0,0,0,71,28,0.0,10,4
WD,FT,2018,SAO,0,Not specified,Social Media,Male,823.0,0,0,0,79,98,0.0,7,3
UX,PT,2019,MIA,0,Not specified,Not specified,Male,600.0,0,0,0,2,-43,0.0,4,2
WD,PT,2020,MEX,0,Not specified,Referral,Male,319.0,1,1,0,95,164,0.17000000000000004,10,4
WD,FT,2019,AMS,0,Not specified,Not specified,Female,543.0,1,0,1,7,62,0.5,4,2
WD,FT,2019,SAO,0,Not specified,Social Media,Male,414.0,0,0,0,0,28,0.0,10,4
WD,FT,2018,PAR,0,Not specified,Social Media,Male,807.0,0,0,0,29,21,0.0,9,3
UX,PT,2019,PAR,0,Not specified,Not specified,Female,533.0,0,0,0,202,202,0.0,4,2
UX,FT,2019,MIA,0,Not specified,Social Media,Male,807.0,0,0,0,2,121,0.0,9,3
UX,FT,2019,AMS,0,Not specified,Social Media,Female,600.0,1,0,1,6,-68,0.5,4,2
UX,FT,2020,LIS,0,Not specified,google,Male,405.0,0,0,0,5,171,0.15000000000000002,10,4
WD,FT,2019,MAD,0,Not specified,Referral,Male,806.0,1,0,0,24,280,0.0,9,3
UX,FT,2019,PAR,0,Not specified,IronhackEvent,Female,518.0,0,0,1,31,-16,0.6,5,2
UX,FT,2019,AMS,0,Not specified,IronhackEvent,Female,543.0,1,0,1,7,-69,0.5,4,2
WD,FT,2020,PAR,0,Not specified,Social Media,Male,386.0,0,0,0,28,224,0.0,10,4
UX,FT,2019,PAR,0,Not specified,Social Media,Male,790.0,0,0,0,7,264,0.0,10,4
WD,PT,2020,LIS,0,Not specified,google,Male,364.0,0,0,0,71,347,0.0,10,4
UX,FT,2019,MAD,0,Not specified,Social Media,Male,806.0,1,0,0,16,280,0.0,9,3
WD,FT,2019,PAR,0,Not specified,Not specified,Female,553.0,1,0,1,13,180,0.32999999999999996,4,2
WD,FT,2020,MAD,0,Not specified,Social Media,Male,355.0,0,0,0,68,81,0.0,10,4
WD,FT,2018,PAR,0,Not specified,google,Male,806.0,0,0,0,0,20,0.0,9,3
WD,FT,2019,AMS,0,Not specified,Not specified,Female,599.0,1,0,1,4,66,1.0,4,2
WD,FT,2019,MEX,0,Not specified,Not specified,Male,536.0,0,0,1,11,-72,0.010000000000000009,4,2
WD,PT,2018,MAD,0,Not specified,google,Male,806.0,1,0,0,6,28,0.0,9,3
WD,FT,2019,SAO,0,Not specified,Not specified,Male,599.0,0,0,0,5,-44,0.0,4,2
WD,PT,2020,AMS,1,Personal matters,IronhackEvent,Female,390.0,1,0,1,34,251,0.09999999999999998,10,4
UX,FT,2018,PAR,0,Not specified,Referral,Female,806.0,0,0,0,59,21,0.0,9,3
UX,FT,2019,PAR,0,Not specified,Not specified,Female,553.0,1,0,1,7,38,0.19999999999999996,4,2
WD,PT,2019,MAD,0,Not specified,google,Female,386.0,0,0,0,25,-3,0.0,10,4
UX,FT,2019,PAR,0,Not specified,other,Male,806.0,0,0,0,32,280,0.0,9,3
DA,PT,2020,SAO,0,Not specified,Social Media,Male,377.0,0,0,0,68,282,0.0,10,4
WD,FT,2019,MAD,0,Not specified,google,Male,806.0,0,0,0,25,280,0.0,9,3
UX,PT,2019,PAR,0,Not specified,Not specified,Female,553.0,0,0,0,38,201,0.0,4,2
WD,FT,2020,PAR,0,Not specified,other,Female,246.0,0,0,0,0,125,0.0,4,2
WD,FT,2019,BER,0,Not specified,switchup,Male,545.0,1,0,0,133,-44,0.0,4,2
WD,FT,2020,PAR,0,Not specified,other,Female,279.0,0,0,0,68,221,0.0,10,4
WD,FT,2019,PAR,0,Not specified,other,Male,806.0,0,0,0,32,280,0.0,9,3
UX,PT,2019,AMS,0,Not specified,Not specified,Female,599.0,1,0,1,5,4,1.0,4,2
WD,FT,2020,MAD,0,Not specified,google,Male,393.0,0,0,0,18,81,0.0,10,4
UX,FT,2019,PAR,0,Not specified,other,Male,806.0,0,0,0,59,280,0.0,9,3
UX,FT,2019,PAR,0,Not specified,Not specified,Female,538.0,0,0,0,38,38,0.0,4,2
DA,PT,2020,SAO,0,Not specified,google,Male,377.0,0,0,0,68,282,0.0,10,4
WD,PT,2018,MAD,0,Not specified,newspaperOrMagazine,Male,791.0,0,0,1,30,42,0.13,9,3
UX,FT,2019,PAR,0,Not specified,Not specified,Female,553.0,1,0,1,7,38,0.19999999999999996,4,2
WD,PT,2020,BER,0,Not specified,Referral,Male,385.0,1,0,1,28,90,0.15000000000000002,10,4
WD,FT,2019,BCN,0,Not specified,Referral,Male,791.0,1,0,0,49,294,0.0,9,3
DA,FT,2019,PAR,0,Not specified,Not specified,Male,553.0,0,0,0,25,19,0.0,4,2
DA,FT,2020,LIS,0,Not specified,google,Male,110.0,0,0,0,0,32,0.0,11,4
UX,PT,2019,PAR,0,Not specified,Not specified,Female,544.0,1,0,1,47,201,0.19999999999999996,4,2
DA,FT,2020,BCN,0,Not specified,google,Male,328.0,0,0,0,62,75,0.0,10,4
UX,FT,2019,PAR,0,Not specified,other,Female,791.0,1,0,0,49,294,0.0,9,3
WD,PT,2019,PAR,0,Not specified,Not specified,Female,553.0,0,0,0,32,155,0.0,4,2
WD,PT,2018,MIA,0,Not specified,switchup,Male,791.0,1,0,0,35,42,0.0,9,3
WD,FT,2019,MAD,0,Not specified,Referral,Male,557.0,0,0,0,63,176,0.0,4,2
WD,FT,2019,MAD,0,Not specified,Referral,Male,791.0,0,0,0,39,294,0.0,9,3
WD,PT,2020,LIS,0,Not specified,Referral,Female,333.0,0,0,0,62,338,0.0,10,4
UX,FT,2019,MAD,0,Not specified,Referral,Female,791.0,0,0,0,43,294,0.0,9,3
UX,FT,2020,PAR,0,Not specified,PoleEmploi,Female,382.0,0,0,0,62,215,0.0,10,4
WD,FT,2019,PAR,0,Not specified,google,Male,791.0,0,0,1,80,294,0.09999999999999998,9,3
DA,FT,2019,MAD,0,Not specified,Referral,Male,564.0,0,0,1,62,175,0.36,4,2
WD,FT,2020,PAR,0,Not specified,IronhackEvent,Female,386.0,0,0,0,19,215,0.0,10,4
WD,FT,2019,PAR,0,Not specified,Application form,Male,791.0,1,0,0,51,294,0.0,9,3
DA,FT,2019,MAD,0,Not specified,google,Male,538.0,0,0,1,62,175,0.10999999999999999,4,2
DA,FT,2019,MAD,0,Not specified,Referral,Male,791.0,0,0,0,39,133,0.0,9,3
WD,PT,2020,BER,0,Not specified,google,Male,405.0,0,0,0,0,90,0.0,10,4
WD,FT,2019,MAD,0,Not specified,other,Male,474.0,1,0,1,36,-41,0.20999999999999996,4,2
DA,FT,2020,MEX,0,Not specified,newspaperOrMagazine,Male,111.0,0,0,1,0,277,0.09999999999999998,3,1
WD,PT,2020,AMS,0,Not specified,google,Male,383.0,0,0,0,22,245,0.0,10,4
WD,FT,2019,MAD,0,Not specified,other,Male,791.0,0,0,0,45,204,0.0,9,3
WD,FT,2020,MIA,0,Not specified,google,Male,405.0,0,0,0,0,82,0.0,10,4
WD,PT,2018,SAO,0,Not specified,Social Media,Male,791.0,0,0,0,186,-91,0.0,9,3
DA,FT,2020,AMS,1,Not interested,google,Male,260.0,1,0,0,261,329,0.0,1,1
UX,PT,2018,MIA,0,Not specified,google,Female,791.0,0,0,0,61,42,0.0,9,3
DA,FT,2020,BCN,0,Not specified,google,Male,265.0,0,0,0,0,-155,0.15000000000000002,9,3
WD,FT,2019,PAR,0,Not specified,Social Media,Female,791.0,0,0,1,92,294,0.08999999999999997,9,3
UX,FT,2019,PAR,0,Not specified,other,Female,553.0,0,0,0,0,168,0.0,4,2
WD,FT,2019,BER,0,Not specified,google,Male,545.0,0,0,0,46,-30,0.0,4,2
UX,FT,2019,MEX,0,Not specified,google,Male,300.0,0,0,0,264,-58,0.0,4,2
WD,FT,2019,MAD,0,Not specified,other,Male,791.0,0,0,0,39,294,0.0,9,3
DA,FT,2019,MAD,0,Not specified,Referral,Female,574.0,0,0,0,86,136,0.0,4,2
DA,FT,2020,BCN,0,Not specified,other,Male,392.0,0,0,0,214,247,0.0,5,2
WD,PT,2018,MIA,0,Not specified,google,Male,791.0,0,0,1,33,42,0.08999999999999997,9,3
WD,FT,2019,BER,0,Not specified,IronhackEvent,Female,545.0,1,0,1,61,247,0.25,4,2
UX,FT,2019,MEX,0,Not specified,Social Media,Male,300.0,0,0,0,234,-88,0.0,5,2
DA,FT,2019,SAO,0,Not specified,Referral,Male,387.0,1,0,1,190,191,0.18000000000000005,5,2
WD,PT,2018,BCN,0,Not specified,Social Media,Male,777.0,0,0,0,0,21,0.0,10,4
DA,PT,2020,SAO,0,Not specified,Social Media,Male,371.0,0,0,0,234,448,0.0,5,2
DA,FT,2019,PAR,0,Not specified,Social Media,Female,777.0,0,0,0,49,97,0.0,10,4
WD,FT,2020,MIA,0,Not specified,Social Media,Male,397.0,0,0,0,122,315,0.0,3,1
WD,FT,2020,PAR,0,Not specified,PoleEmploi,Female,376.0,0,0,0,234,387,0.0,5,2
DA,PT,2019,MAD,0,Not specified,other,Female,378.0,0,0,0,234,164,0.0,5,2
UX,FT,2019,MIA,0,Not specified,Referral,Female,427.0,0,0,1,291,91,0.08999999999999997,10,4
WD,PT,2019,PAR,0,Not specified,Social Media,Male,523.0,0,0,0,56,139,0.0,5,2
WD,FT,2020,MIA,0,Not specified,Social Media,Male,398.0,0,0,0,31,254,0.0,5,2
UX,FT,2019,BER,0,Not specified,other,Female,545.0,1,0,1,31,217,0.15000000000000002,5,2
WD,FT,2020,MIA,0,Not specified,other,Female,398.0,0,0,0,31,254,0.0,5,2
WD,PT,2019,PAR,0,Not specified,Social Media,Male,523.0,0,0,0,56,139,0.0,5,2
UX,FT,2020,PAR,0,Not specified,other,Male,292.0,1,0,1,21,53,0.10999999999999999,1,1
WD,PT,2019,MEX,0,Not specified,google,Male,777.0,0,0,1,8,84,0.010000000000000009,10,4
WD,FT,2019,BCN,0,Not specified,google,Female,551.0,1,0,1,12,50,0.09999999999999998,5,2
UX,FT,2020,PAR,0,Not specified,other,Male,397.0,0,0,0,61,387,0.0,5,2
WD,PT,2019,MEX,0,Not specified,google,Male,777.0,0,0,1,8,84,0.010000000000000009,10,4
WD,FT,2019,BCN,0,Not specified,Referral,Male,551.0,1,0,1,11,50,0.06999999999999995,5,2
DA,FT,2020,PAR,0,Not specified,google,Male,381.0,0,0,0,234,387,0.0,5,2
CY,FT,2020,RMT-Europe,0,Not specified,IronhackEvent,Male,39.0,0,0,1,0,28,0.16000000000000003,10,4
DA,FT,2020,BCN,0,Not specified,google,Male,334.0,0,0,0,234,247,0.0,5,2
WD,FT,2019,AMS,0,Not specified,IronhackEvent,Male,777.0,0,0,0,20,97,0.0,10,4
WD,FT,2020,MIA,0,Not specified,other,Male,383.0,1,0,0,194,254,0.0,5,2
WD,FT,2020,AMS,0,Not specified,IronhackEvent,Male,328.0,0,0,0,355,220,0.0,7,3
DA,FT,2020,MAD,0,Not specified,google,Male,379.0,0,0,0,234,247,0.0,5,2
UX,FT,2019,MEX,0,Not specified,newspaper_or_magazine,Male,412.0,0,0,0,256,2,0.0,2,1
WD,FT,2019,PAR,0,Not specified,Social Media,Male,777.0,0,0,0,28,251,0.0,10,4
DA,PT,2020,SAO,0,Not specified,google,Female,371.0,0,0,0,234,448,0.0,5,2
WD,FT,2019,MIA,0,Not specified,google,Female,777.0,0,0,0,8,363,0.0,10,4
WD,FT,2020,PAR,0,Not specified,google,Male,392.0,0,0,0,214,387,0.0,5,2
UX,FT,2018,MEX,0,Not specified,Social Media,Male,777.0,0,0,0,6,5,0.0,10,4
WD,FT,2020,MAD,0,Not specified,Social Media,Male,385.0,0,0,0,192,247,0.0,5,2
UX,FT,2019,BER,0,Not specified,google,Female,777.0,0,0,1,2,145,0.09999999999999998,10,4
WD,FT,2020,MIA,0,Not specified,Not specified,Male,397.0,0,0,0,61,254,0.0,5,2
UX,FT,2019,MAD,0,Not specified,IronhackEvent,Female,525.0,0,0,0,17,-157,0.0,6,2
WD,PT,2019,BER,0,Not specified,google,Male,545.0,0,0,0,31,-213,0.0,11,4
WD,PT,2019,SAO,0,Not specified,Social Media,Male,776.0,0,0,0,3,89,0.0,10,4
DA,FT,2019,BER,0,Not specified,google,Female,545.0,0,0,0,31,-244,0.0,11,4
WD,FT,2020,PAR,0,Not specified,Not specified,Prefer not to disclose,536.0,0,0,0,45,382,0.0,5,2
WD,FT,2020,MIA,0,Not specified,Article about Ironhack,Male,339.0,0,0,0,91,89,0.0,1,1
UX,PT,2019,MEX,0,Not specified,Social Media,Male,536.0,0,0,0,1,116,0.0,5,2
WD,FT,2020,PAR,0,Not specified,Social Media,Female,252.0,0,0,0,13,141,0.0,3,1
UX,FT,2019,AMS,0,Not specified,IronhackEvent,Female,767.0,1,0,1,288,337,0.09999999999999998,2,1
UX,PT,2019,MAD,0,Not specified,other,Male,767.0,1,0,1,120,436,0.19999999999999996,2,1
UX,FT,2019,AMS,0,Not specified,courseReport,Female,543.0,0,0,1,13,143,0.17000000000000004,5,2
DA,FT,2019,MEX,0,Not specified,Social Media,Male,536.0,1,0,1,7,-98,0.20999999999999996,5,2
WD,FT,2020,BER,0,Not specified,other,Male,288.0,0,0,0,0,35,0.15000000000000002,2,1
WD,FT,2019,PAR,0,Not specified,Social Media,Male,767.0,0,0,0,282,505,0.0,2,1
WD,FT,2020,BER,0,Not specified,other,Male,419.0,0,0,0,189,418,0.0,4,2
WD,FT,2019,BER,0,Not specified,switchup,Female,767.0,0,0,1,150,505,0.09999999999999998,2,1
WD,FT,2019,MIA,0,Not specified,other,Male,544.0,0,0,1,21,95,0.08999999999999997,5,2
DA,PT,2020,PAR,0,Not specified,other,Male,435.0,0,0,0,5,163,0.0,9,3
WD,FT,2019,MAD,0,Not specified,other,Male,767.0,0,0,0,310,470,0.0,2,1
UX,PT,2019,MIA,0,Not specified,IronhackEvent,Female,544.0,0,0,1,7,-71,0.040000000000000036,5,2
UX,PT,2019,MAD,0,Not specified,other,Male,767.0,0,0,0,181,436,0.0,2,1
WD,PT,2019,SAO,0,Not specified,Referral,Male,539.0,1,0,1,50,-72,0.030000000000000027,5,2
UX,PT,2020,SAO,0,Not specified,Social Media,Male,440.0,0,0,0,0,311,0.0,9,3
WD,PT,2018,BCN,0,Not specified,other,Male,767.0,1,0,0,212,275,0.0,2,1
UX,PT,2020,MEX,1,COVID-19,other,Male,434.0,1,0,0,5,180,0.0,9,3
UX,PT,2018,BCN,0,Not specified,other,Female,767.0,0,0,0,89,275,0.0,2,1
WD,FT,2019,MEX,0,Not specified,other,Male,536.0,0,0,0,6,-100,0.0,5,2
DA,PT,2020,SAO,0,Not specified,google,Female,439.0,0,0,0,1,311,0.0,9,3
WD,PT,2018,BCN,0,Not specified,Referral,Male,766.0,0,0,1,122,247,0.06999999999999995,3,1
UX,FT,2021,LIS,0,Not specified,google,Female,281.0,1,0,1,264,403,0.18999999999999995,2,1
WD,PT,2019,SAO,0,Not specified,Referral,Male,539.0,1,0,1,9,-77,0.030000000000000027,5,2
DA,PT,2019,MAD,0,Not specified,google,Female,424.0,0,0,0,304,285,0.0,1,1
DA,FT,2020,BER,0,Not specified,google,Female,405.0,0,0,0,17,232,0.0,10,4
WD,FT,2020,MAD,1,Personal matters,google,Male,410.0,1,0,0,288,438,0.15000000000000002,1,1
WD,FT,2018,MEX,0,Not specified,Referral,Female,766.0,0,0,0,319,232,0.0,3,1
WD,FT,2020,RMT-Europe,0,Not specified,Referral,Male,251.0,0,0,0,0,10,0.0,3,1
WD,PT,2019,PAR,0,Not specified,Social Media,Male,766.0,0,0,0,92,317,0.0,3,1
WD,PT,2019,PAR,0,Not specified,Social Media,Male,766.0,0,0,0,92,317,0.0,3,1
UX,FT,2019,MAD,0,Not specified,google,Male,547.0,0,0,1,39,-135,0.14,5,2
WD,PT,2019,MAD,0,Not specified,switchup,Male,418.0,0,0,0,280,284,0.0,1,1
WD,FT,2019,PAR,0,Not specified,Social Media,Male,766.0,0,0,0,32,477,0.0,3,1
DA,PT,2019,MEX,0,Not specified,Social Media,Male,536.0,0,0,0,8,140,0.0,5,2
WD,FT,2020,PAR,0,Not specified,Social Media,Male,222.0,0,0,0,0,109,0.0,4,2
WD,PT,2019,MEX,0,Not specified,Social Media,Male,377.0,0,0,0,355,279,0.0,1,1
UX,FT,2019,BCN,0,Not specified,Referral,Female,755.0,1,0,0,14,229,0.0,11,4
DA,PT,2019,SAO,0,Not specified,Social Media,Male,539.0,0,0,0,2,33,0.0,5,2
WD,PT,2019,MEX,0,Not specified,Social Media,Male,418.0,0,0,0,280,279,0.0,1,1
UX,PT,2019,SAO,0,Not specified,google,Male,755.0,1,0,0,230,112,0.0,11,4
WD,PT,2019,MEX,0,Not specified,other,Male,418.0,0,0,0,280,279,0.0,1,1
WD,FT,2019,MIA,0,Not specified,courseReport,Male,544.0,0,0,0,2,137,0.0,5,2
UX,FT,2019,BCN,0,Not specified,Social Media,Male,754.0,0,0,0,0,228,0.0,11,4
WD,PT,2019,SAO,0,Not specified,Social Media,Male,539.0,1,0,1,0,-84,0.20999999999999996,5,2
DA,FT,2019,BCN,0,Not specified,newspaperOrMagazine,Male,754.0,0,0,0,290,102,0.0,11,4
UX,FT,2020,BCN,0,Not specified,Social Media,Male,343.0,0,0,0,174,187,0.0,7,3
WD,FT,2021,LIS,0,Not specified,Social Media,Male,4.0,0,0,0,0,339,0.0,11,4
WD,FT,2019,SAO,0,Not specified,Social Media,Male,413.0,0,0,0,104,131,0.0,7,3
DA,PT,2019,MEX,0,Not specified,Referral,Male,536.0,0,0,0,8,133,0.0,5,2
UX,FT,2019,BCN,0,Not specified,Referral,Female,418.0,0,0,0,99,103,0.0,7,3
WD,FT,2020,PAR,0,Not specified,google,Female,355.0,0,0,0,174,327,0.0,7,3
WD,FT,2019,MIA,0,Not specified,other,Female,754.0,1,0,1,259,68,0.09999999999999998,11,4
WD,FT,2019,LIS,0,Not specified,switchup,Male,525.0,0,0,0,32,193,0.0,5,2
WD,FT,2019,MAD,0,Not specified,Social Media,Male,540.0,0,0,0,32,-142,0.0,5,2
UX,FT,2019,AMS,0,Not specified,google,Male,754.0,1,0,0,13,60,0.0,11,4
WD,PT,2020,RMT-Europe,0,Not specified,Social Media,Male,92.0,0,0,0,0,219,0.0,2,1
WD,PT,2019,MAD,0,Not specified,Social Media,Male,754.0,0,0,0,5,67,0.0,11,4
UX,PT,2019,AMS,0,Not specified,Social Media,Female,428.0,0,0,0,0,104,0.0,7,3
WD,FT,2019,PAR,0,Not specified,other,Male,754.0,1,0,1,173,228,0.09999999999999998,11,4
UX,FT,2020,SAO,0,Not specified,Social Media,Female,377.0,0,0,0,79,127,0.0,10,4
WD,FT,2019,BER,0,Not specified,google,Female,545.0,1,0,1,70,123,0.09999999999999998,11,4
DA,FT,2020,BER,0,Not specified,google,Female,258.0,0,0,0,79,232,0.0,10,4
WD,PT,2019,MEX,0,Not specified,newspaperOrMagazine,Male,746.0,1,0,0,21,53,0.0,11,4
WD,FT,2020,AMS,0,Not specified,Referral,Male,323.0,1,0,0,101,127,0.0,10,4
WD,PT,2019,BCN,0,Not specified,other,Female,746.0,0,0,1,222,186,0.08999999999999997,11,4
WD,FT,2019,AMS,0,Not specified,switchup,Male,670.0,0,0,0,32,33,0.0,7,3
UX,FT,2020,MAD,0,Not specified,Referral,Female,281.0,0,0,0,0,25,0.15000000000000002,2,1
WD,FT,2019,BCN,0,Not specified,google,Male,746.0,0,0,1,97,130,0.20999999999999996,11,4
WD,PT,2019,PAR,0,Not specified,Social Media,Male,670.0,0,0,1,0,81,0.13,7,3
UX,FT,2020,MAD,0,Not specified,Referral,Female,420.0,0,0,0,2,92,0.0,10,4
WD,FT,2019,PAR,0,Not specified,Social Media,Male,746.0,0,0,0,220,220,0.0,11,4
WD,FT,2020,BCN,0,Not specified,Social Media,Male,362.0,0,0,0,79,92,0.0,10,4
WD,FT,2019,PAR,0,Not specified,PoleEmploi,Male,553.0,0,0,0,33,-36,0.0,7,3
UX,FT,2019,PAR,0,Not specified,other,Female,312.0,0,0,0,220,220,0.0,11,4
WD,FT,2020,BER,0,Not specified,google,Female,253.0,0,0,0,161,224,0.0,10,4
WD,FT,2019,BER,0,Not specified,Referral,Male,746.0,0,0,1,54,115,0.22999999999999998,11,4
UX,FT,2019,BCN,0,Not specified,Referral,Female,746.0,0,0,1,160,332,0.20999999999999996,11,4
WD,FT,2019,SAO,0,Not specified,Referral,Male,377.0,0,0,0,71,28,0.0,10,4
WD,FT,2019,AMS,0,Not specified,Social Media,Male,746.0,0,0,0,5,66,0.0,11,4
UX,PT,2019,MEX,0,Not specified,Referral,Female,670.0,0,0,1,153,-90,0.010000000000000009,7,3
DA,FT,2020,BER,0,Not specified,google,Male,253.0,0,0,0,161,224,0.0,10,4
UX,FT,2019,PAR,1,Personal matters,IronhackEvent,Female,463.0,0,0,0,70,185,0.0,11,4
WD,PT,2019,PAR,0,Not specified,Social Media,Male,660.0,0,0,0,1,216,0.0,2,1
WD,PT,2020,BER,0,Not specified,IronhackEvent,Male,379.0,1,0,0,37,99,0.0,10,4
UX,FT,2019,BCN,0,Not specified,Referral,Female,660.0,1,0,1,75,-44,0.06999999999999995,2,1
WD,FT,2019,BER,0,Not specified,Referral,Male,746.0,0,0,1,378,220,0.07999999999999996,11,4
UX,PT,2019,PAR,0,Not specified,IronhackEvent,Female,660.0,0,0,0,289,85,0.0,2,1
WD,FT,2020,BER,0,Not specified,Social Media,Female,253.0,0,0,0,161,224,0.0,10,4
WD,FT,2019,PAR,0,Not specified,Social Media,Male,659.0,0,0,0,8,28,0.0,2,1
WD,FT,2020,PAR,0,Not specified,Social Media,Male,407.0,0,0,0,6,223,0.0,10,4
UX,FT,2019,MAD,0,Not specified,google,Female,746.0,0,0,1,26,220,0.06999999999999995,11,4
WD,FT,2019,SAO,0,Not specified,Social Media,Male,659.0,0,0,0,2,35,0.0,2,1
UX,PT,2020,PAR,0,Not specified,PoleEmploi,Male,365.0,0,0,0,71,133,0.0,10,4
WD,FT,2019,SAO,0,Not specified,Social Media,Female,746.0,0,0,0,4,220,0.0,11,4
DA,PT,2019,MAD,0,Not specified,Referral,Male,539.0,0,0,0,245,246,0.0,2,1
WD,FT,2019,SAO,0,Not specified,Social Media,Male,659.0,0,0,0,0,35,0.0,2,1
UX,PT,2019,MAD,0,Not specified,Referral,Female,746.0,0,0,1,70,151,0.08999999999999997,11,4
WD,FT,2019,BER,0,Not specified,Social Media,Male,659.0,0,0,0,0,28,0.0,2,1
DA,FT,2020,BER,0,Not specified,Referral,Female,258.0,0,0,0,68,151,0.15000000000000002,10,4
DA,FT,2019,BCN,0,Not specified,google,Male,551.0,0,0,0,15,126,0.0,2,1
UX,FT,2019,PAR,0,Not specified,Social Media,Female,659.0,0,0,0,10,28,0.0,2,1
DA,FT,2020,MAD,0,Not specified,newspaper_or_magazine,Male,392.0,0,0,0,47,80,0.0,10,4
